"Date of Download: 2024-03-12_14:57:18"
"Search Parameters: Data Level:all  Trait List:  Trial List:10542,11501,11827,11750,11751  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 10|COMP:0000322","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","323717","GM3426-5","","plot","6484677","202255BCEAR_stom_rep3_GM3426-5_96","3","3","96","8","9","check","","","","","","0","","30.5594612352168","","200","9.58333333333333","4.6","","","4","1","","14","3.2","10","20","2","200","30","6","3","1","3","3","30","4150","345","3","19","2","2","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2169322","GM4486-11","","plot","6484703","202255BCEAR_stom_rep3_GM4486-11_73","3","3","73","3","9","test","","","","","","0","","30.6777985074627","","160","13.5416666666667","6.5","","","4","1","","17","4.3","10","20","3","160","20","6","3","1","3","3","41","4680","392","0","11","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2169346","GM8560-13","","plot","6484720","202255BCEAR_stom_rep3_GM8560-13_69","3","3","69","2","12","test","","","","","","2","","32.3945805266381","","120","7.91666666666667","3.8","","","3","1","","6","1.6","10","20","2","170","30","6","3","1","3","3","32","3600","334","1","19","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2169481","GM9404-1","","plot","6484738","202255BCEAR_stom_rep3_GM9404-1_89","3","3","89","7","9","test","","","","","","3","","29.4594947522577","","150","10.4166666666667","5","","","4","1","","10","2.1","10","20","3","220","20","6","3","1","2","3","46","4440","343","7","18","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","323773","SM3536-44","","plot","6484664","202255BCEAR_stom_rep3_SM3536-44_70","3","3","70","2","11","test","","","","","","2","","28.2838664361357","","100","13.9583333333333","6.7","","","3","1","","24","4.8","10","20","3","200","20","6","3","1","3","3","52","4980","353","1","11","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2170553","SM4569-17","","plot","6484690","202255BCEAR_stom_rep3_SM4569-17_95","3","3","95","8","10","test","","","","","","2","","28.7789648389476","","120","11.875","5.7","","","4","1","","15","3.4","10","20","2","220","20","6","3","1","2","3","37","4390","323","6","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2174907","SM4850-8","","plot","6484687","202255BCEAR_stom_rep3_SM4850-8_76","3","3","76","3","12","test","","","","","","3","","32.1811926605504","","140","9.79166666666667","4.7","","","4","1","","12","3.5","10","20","2","210","20","6","3","1","2","3","31","4320","396","0","20","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2175374","SM4891-13","","plot","6484671","202255BCEAR_stom_rep3_SM4891-13_74","3","3","74","3","10","test","","","","","","2","","30.7024092258506","","120","13.3333333333333","6.4","","","3","1","","18","4.5","10","20","3","170","20","6","3","1","2","3","35","4780","401","0","19","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2175421","SM4922-6","","plot","6484705","202255BCEAR_stom_rep3_SM4922-6_85","3","3","85","6","12","test","","","","","","3","","25.7933116660965","","140","9.375","4.5","","","4","1","","11","2.3","10","20","3","230","30","6","3","1","2","2","44","3100","177","9","17","2","2","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2175520","SM4952-5","","plot","6484688","202255BCEAR_stom_rep3_SM4952-5_67","3","3","67","1","11","test","","","","","","3","","31.7104203935599","","110","13.125","6.3","","","4","1","","21","4.7","10","20","3","200","20","6","3","1","3","3","40","4910","438","10","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251084","SM4955-23","","plot","6484667","202255BCEAR_stom_rep3_SM4955-23_87","3","3","87","6","10","test","","","","","","0","","27.3838717120443","","250","13.5416666666667","6.5","","","4","1","","14","3.5","10","20","2","250","30","6","3","1","2","3","44","4640","306","0","16","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251086","SM4956-10","","plot","6484657","202255BCEAR_stom_rep3_SM4956-10_75","3","3","75","3","11","test","","","","","","3","","27.4795887047268","","100","8.95833333333333","4.3","","","3","1","","11","3","10","20","3","180","20","6","3","1","3","3","31","3490","232","0","17","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251091","SM4957-2","","plot","6484733","202255BCEAR_stom_rep3_SM4957-2_92","3","3","92","7","12","test","","","","","","4","","26.0374787919918","","90","7.08333333333333","3.4","","","4","1","","10","2.4","10","20","3","190","20","6","1","1","2","3","26","3130","183","12","19","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251098","SM4963-25","","plot","6484695","202255BCEAR_stom_rep3_SM4963-25_90","3","3","90","7","10","test","","","","","","4","","31.7916603391546","","50","10","4.8","","","4","1","","11","3.6","10","20","2","190","20","6","3","1","3","3","22","4340","389","2","18","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2175566","SM4989-6","","plot","6484745","202255BCEAR_stom_rep3_SM4989-6_65","3","3","65","1","9","test","","","","","","3","","29.9228693181818","","165","10.4166666666667","5","","37.4","4","1","","16","3.6","10","20","2","240","40","6","3","1","3","3","28","4590","366","0","14","2","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251113","SM4993-9","","plot","6484739","202255BCEAR_stom_rep3_SM4993-9_86","3","3","86","6","11","test","","","","","","4","","27.5860680721361","","50","11.4583333333333","5.5","","","4","1","","12","4","10","20","3","210","20","6","3","1","2","3","28","4220","283","2","16","2","2","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251118","SM5008-25","","plot","6484747","202255BCEAR_stom_rep3_SM5008-25_68","3","3","68","1","12","test","","","","","","2","","30.0165364583333","","140","3.95833333333333","1.9","","","4","1","","8","1.5","10","20","3","230","20","6","3","1","3","2","14","1670","134","0","20","2","3","1","5","Flecos (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6484663","202255BCEAR_stom_rep3_SMB2446-2_71","3","3","71","2","10","check","","","","","","0","","37.22890625","","180","16.25","7.8","","","4","1","","22","5.1","10","20","3","180","20","6","3","2","2","3","59","4930","578","6","20","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6484714","202255BCEAR_stom_rep3_SMB2446-2_80","3","3","80","4","9","test","","","","","","0","","34.7449549549549","","200","28.125","13.5","","","3","1","","31","11.5","10","20","2","200","30","6","3","1","1","3","46","4960","520","3","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6484681","202255BCEAR_stom_rep3_SMB2446-2_94","3","3","94","8","11","test","","","","","","0","","33.49954480115","","160","13.125","6.3","","","4","1","","14","4","10","20","2","160","30","6","3","1","2","2","33","4630","456","12","19","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","147207","TAI8","Tai8","plot","6484724","202255BCEAR_stom_rep3_TAI8_84","3","3","84","5","12","check","","","","","","2","","32.8092111160914","","85","21.875","10.5","","","4","1","","29","8.4","8","20","3","130","20","6","1","2","2","3","48","4930","468","1","19","2","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","139257","CG1141-1","","plot","6761296","202328BCPRC_repe_rep1_CG1141-1_7","1","1","7","3","1","check","","5","15.4","1.3","0.8","0","1","33.4790284005979","34.2","220","21.25","10.2","","","4","1","","20","5.8","10","20","1","220","30","6","3","1","3","2","73","3710","365","3","18","1","2","1","1"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","139268","CM4919-1","","plot","6761312","202328BCPRC_repe_rep1_CM4919-1_11","1","1","11","4","2","check","","0.9","2.3","2.3","0.8","1","1","30.3441813261163","30.7","190","28.75","13.8","","","5","1","","26","10.4","12","20","1","320","60","6","3","2","2","3","66","4830","396","1","19","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","139299","COL2215","","plot","6761322","202328BCPRC_repe_rep1_COL2215_16","1","1","16","6","3","check","","","","2","1.3","4","1","31.6049416342412","35.9","100","11.4583333333333","5.5","","","4","1","","16","3.2","12","20","2","240","30","6","3","1","3","3","31","1410","125","7","15","1","3","1","1"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2250627","GM11319-3","","plot","6761314","202328BCPRC_repe_rep1_GM11319-3_12","1","1","12","4","1","test","","-1","-1.1","10.3","6.6","3","1","19.4622953674678","15.4","180","12.0833333333333","5.8","","","5","1","","14","4.4","10","20","2","300","30","3","1","1","2","3","24","2930","59","0","3","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2250636","GM11365-2","","plot","6761320","202328BCPRC_repe_rep1_GM11365-2_4","1","1","4","2","3","test","","-0.9","-1","10","6.8","5","1","21.849976082277","19.5","80","56.25","27","","","4","2","","17","10.4","10","20","3","260","30","6","3","1","3","3","13.4","4330","149","4","6","1","2","1","6"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2477998","GM11781-1","","plot","6761332","202328BCPRC_repe_rep1_GM11781-1_18","1","1","18","6","1","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","323717","GM3426-5","","plot","6761303","202328BCPRC_repe_rep1_GM3426-5_10","1","1","10","4","3","check","","1.9","4.2","10.1","5.2","4","1","26.4710601041174","25.8","170","27.9166666666667","13.4","","","5","1","","17","10.1","12","20","3","300","50","5","3","1","1","3","29","4500","274","0","6","2","2","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2169322","GM4486-11","","plot","6761308","202328BCPRC_repe_rep1_GM4486-11_6","1","1","6","2","1","test","","","","","","","1","","","","","","","","3","","","","","","20","","","","","","","","","","","","","3","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","323773","SM3536-44","","plot","6761300","202328BCPRC_repe_rep1_SM3536-44_1","1","1","1","1","1","check","","-2.1","-2.5","6","3.8","4","1","20.1775208913649","16.5","110","15.625","7.5","","","4","3","","6","6.8","10","20","3","300","40","2","3","2","2","3","9","3680","90","1","2","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2170553","SM4569-17","","plot","6761288","202328BCPRC_repe_rep1_SM4569-17_17","1","1","17","6","2","test","","","","9.2","5","2","1","18.2132911392405","12.8","100","5","2.4","","","4","2","","7","1.5","10","20","3","220","60","2","3","1","4","3","11","560","7","3","3","3","3","1",""," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2174907","SM4850-8","","plot","6761299","202328BCPRC_repe_rep1_SM4850-8_9","1","1","9","3","3","test","","-2.8","-3","10.4","8","4","1","20.300052742616","16","140","18.9583333333333","9.1","","","5","2","","12","6.8","12","20","3","310","40","2","3","2","2","3","22","3890","98","0","2","1","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2175374","SM4891-13","","plot","6761284","202328BCPRC_repe_rep1_SM4891-13_13","1","1","13","5","1","test","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2175520","SM4952-5","","plot","6761331","202328BCPRC_repe_rep1_SM4952-5_2","1","1","2","1","2","test","","-0.6","0.3","13.6","10.2","6","1","20.9107920792079","19.6","100","11.4583333333333","5.5","","","5","2","","9","3.2","12","20","3","360","30","5","3","2","3","3","24","2600","75","5","10","2","3","1","6","Alta pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2251098","SM4963-25","","plot","6761334","202328BCPRC_repe_rep1_SM4963-25_3","1","1","3","1","3","test","","-0.1","0.3","14.2","8.7","4","1","24.8133494081543","27.1","80","35","16.8","","","4","1","","17","14.9","12","20","4","260","40","3","3","1","2","3","27","4810","248","0","3","2","2","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2251121","SM5008-33","","plot","6761311","202328BCPRC_repe_rep1_SM5008-33_8","1","1","8","3","2","test","","1.3","3.9","9.8","4.4","3","1","28.4468618570042","27.8","150","16.25","7.8","","","4","1","","12","7.5","8","20","3","270","40","4","3","1","3","2","22","3330","239","0","5","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2478172","SM5564-6","","plot","6761317","202328BCPRC_repe_rep1_SM5564-6_15","1","1","15","5","3","test","","","","","","","1","","","","","","","","4","","","","","","20","","","","","","","","","","","","","2","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6761283","202328BCPRC_repe_rep1_SMB2446-2_5","1","1","5","2","2","check","","5.8","12","2.5","1.1","0","1","36.62331226659","35.9","270","27.9166666666667","13.4","","","4","1","","25","9.9","12","20","1","270","30","6","3","1","2","3","52","3930","449","0","20","1","2","1","1","Alta pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","147207","TAI8","Tai8","plot","6761293","202328BCPRC_repe_rep1_TAI8_14","1","1","14","5","2","check","","1.9","2.9","3.4","1.4","1","1","29.2459819186338","27.6","130","23.9583333333333","11.5","","","4","2","","24","10.2","10","20","2","220","30","6","1","2","2","2","36","4310","328","0","17","1","2","1","3"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","139257","CG1141-1","","plot","6761324","202328BCPRC_repe_rep2_CG1141-1_29","2","2","29","10","2","check","","7.3","27","1.5","1.2","0","1","34.7187253613666","35.8","280","14.5833333333333","7","","","4","2","","5","2.5","12","20","1","280","40","5","3","1","3","2","41","1700","178","11","20","1","2","1","1"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","139268","CM4919-1","","plot","6761285","202328BCPRC_repe_rep2_CM4919-1_25","2","2","25","9","1","check","","0.3","0.7","4","1.5","2","1","30.7083713583714","27.9","170","21.6666666666667","10.4","","","5","2","","17","6.5","12","20","2","280","30","5","3","1","3","2","48","3110","261","0","18","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","139299","COL2215","","plot","6761297","202328BCPRC_repe_rep2_COL2215_35","2","2","35","12","2","check","","","","1.5","0.6","3","1","35.4710319685923","35.8","100","24.5833333333333","11.8","","","4","2","","14","6.7","8","20","4","210","50","5","3","1","3","3","48","2000","217","6","12","2","3","1","1"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2250627","GM11319-3","","plot","6761287","202328BCPRC_repe_rep2_GM11319-3_21","2","2","21","7","3","test","","","","","","","1","","","","","","","","4","","","","","","20","","","","","","","","","","","","","2","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2250636","GM11365-2","","plot","6761315","202328BCPRC_repe_rep2_GM11365-2_27","2","2","27","9","3","test","","","","11.1","7.4","3","1","23.7461904761905","18.3","90","2.29166666666667","1.1","","","4","1","","3","0.9","8","20","4","230","30","2","3","1","4","2","7","330","15","2","3","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2477998","GM11781-1","","plot","6761294","202328BCPRC_repe_rep2_GM11781-1_31","2","2","31","11","1","test","","","","","","","1","","","","","","","","4","","","","","","20","","","","","","","","","","","","","4","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","323717","GM3426-5","","plot","6761289","202328BCPRC_repe_rep2_GM3426-5_36","2","2","36","12","1","check","","4.1","11.8","9.1","3.9","2","1","31.1365779927448","31.6","185","32.7083333333333","15.7","","","5","1","","20","10.8","10","20","3","340","70","4","3","1","2","3","45","1810","156","5","6","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","2169322","GM4486-11","","plot","6761323","202328BCPRC_repe_rep2_GM4486-11_24","2","2","24","8","1","test","","1.7","5.7","12.4","8.4","2","1","26.6951345755693","26.3","140","27.9166666666667","13.4","","","4","2","","21","10.9","10","20","4","270","30","4","3","2","2","3","40","3090","192","1","4","1","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11750","202328BCPRC_repe","202328BCPRC_repe","RCBD","4","4","","no","no","2023-June-02","2024-February-20","56","Repelon. Atlantico, Colombia","323773","SM3536-44","","plot","6761336","202328BCPRC_repe_rep2_SM3536-44_30","2","2","30","10","1","check","","-0.4","-0.1","7.1","4.1","3","1","19.8661716171617","22.3","110","19.5833333333333","9.4","","","5","2","","17","8.5","10","20","3","270","40","2","2","1","1","3","20","3720","84","0","3","1","3","1","5"," (Operator: lizbethpino, Time: )"
